InvoiceID,ClientID,ClientName,PaymentTerms,CreditLimit,ProjectID,ProjectName,Sector,Region,InvoiceAmount,InvoiceDate,DueDate,PaidDate,Status,DaysOverdue,DaysToCollect,AgingBucket,IsOverdue,MonthYear,Quarter,Year,PaymentVariance
13183,122,SABIC - Division 5,30,7109106.77,426,Water Treatment - Phase 2-122,Real Estate,NEOM,123650.0,2026-01-31,2026-03-02,,Pending,-27,,Current (0-30),False,2026-01,2026Q1,2026,
9758,160,Mobily - Division 6,60,8859419.91,543,Defense Base - Phase 1-160,Defense,NEOM,51031.0,2026-01-31,2026-04-01,,Pending,-57,,Current (0-30),False,2026-01,2026Q1,2026,
9882,247,ACWA Power - Division 9,30,15118639.67,868,Commercial Tower - Phase 2-247,Defense,JUBAIL,37144.0,2026-01-31,2026-03-02,,Pending,-27,,Current (0-30),False,2026-01,2026Q1,2026,
9947,252,Riyad Bank - Division 9,45,14869624.37,881,Industrial Zone - Phase 1-252,Energy,JEDDAH,84334.0,2026-01-31,2026-03-17,,Pending,-42,,Current (0-30),False,2026-01,2026Q1,2026,
8958,247,ACWA Power - Division 9,30,15118639.67,870,Entertainment District - Phase 4-247,Real Estate,DAMMAM,71815.0,2026-01-31,2026-03-02,2026-02-03,Paid,-27,3.0,Current (0-30),False,2026-01,2026Q1,2026,-27.0
8615,58,Saudi Cement - Division 2,30,4179596.55,212,Telecom Network - Phase 5-58,Real Estate,ABHA,143223.0,2026-01-31,2026-03-02,,Pending,-27,,Current (0-30),False,2026-01,2026Q1,2026,
6641,272,SABIC - Division 10,30,16212750.97,953,Commercial Tower - Phase 3-272,Infrastructure,MECCA,106473.0,2026-01-31,2026-03-02,,Pending,-27,,Current (0-30),False,2026-01,2026Q1,2026,
2639,269,Zamil Industrial - Division 9,30,16836694.84,941,Port Upgrade - Phase 3-269,Telecom,DAMMAM,9591.0,2026-01-31,2026-03-02,2026-02-03,Paid,-27,3.0,Current (0-30),False,2026-01,2026Q1,2026,-27.0
2751,184,NEOM Company - Division 7,30,10447175.18,626,Railway Extension - Phase 1-184,Defense,YANBU,86646.0,2026-01-31,2026-03-02,,Pending,-27,,Current (0-30),False,2026-01,2026Q1,2026,
3349,97,ACWA Power - Division 4,30,7984922.25,342,Sports Arena - Phase 1-97,Infrastructure,MECCA,27034.0,2026-01-30,2026-03-01,,Pending,-26,,Current (0-30),False,2026-01,2026Q1,2026,
3526,242,SABIC - Division 9,30,14597281.03,849,Commercial Tower - Phase 3-242,Water,JUBAIL,143588.0,2026-01-30,2026-03-01,,Pending,-26,,Current (0-30),False,2026-01,2026Q1,2026,
2225,273,STC - Division 10,45,16168855.74,956,Solar Farm - Phase 3-273,Technology,TABUK,88489.0,2026-01-30,2026-03-16,,Pending,-41,,Current (0-30),False,2026-01,2026Q1,2026,
1995,56,Yanbu Petrochemical - Division 2,30,4278878.01,203,University Campus - Phase 3-56,Aviation,JEDDAH,14638.0,2026-01-30,2026-03-01,,Pending,-26,,Current (0-30),False,2026-01,2026Q1,2026,
1367,25,Tasnee - Division 1,60,2092536.0,100,Industrial Zone - Phase 5-25,Telecom,DAMMAM,26509.0,2026-01-30,2026-03-31,,Pending,-56,,Current (0-30),False,2026-01,2026Q1,2026,
6645,264,Saudi Airlines - Division 9,45,14919003.0,925,Water Treatment - Phase 4-264,Energy,JUBAIL,11456.0,2026-01-30,2026-03-16,,Pending,-41,,Current (0-30),False,2026-01,2026Q1,2026,
5596,269,Zamil Industrial - Division 9,30,16836694.84,941,Port Upgrade - Phase 3-269,Telecom,DAMMAM,108596.0,2026-01-30,2026-03-01,,Pending,-26,,Current (0-30),False,2026-01,2026Q1,2026,
8969,230,Diriyah Gate - Division 8,60,12466355.34,801,Data Center - Phase 1-230,Technology,MECCA,95633.0,2026-01-30,2026-03-31,,Pending,-56,,Current (0-30),False,2026-01,2026Q1,2026,
7546,48,King Salman Energy Park - Division 2,45,4133753.15,177,Data Center - Phase 1-48,Infrastructure,DAMMAM,154919.0,2026-01-30,2026-03-16,,Pending,-41,,Current (0-30),False,2026-01,2026Q1,2026,
11297,74,Saudi Electricity - Division 3,30,5364642.0,268,Data Center - Phase 5-74,Water,JUBAIL,102661.0,2026-01-30,2026-03-01,,Pending,-26,,Current (0-30),False,2026-01,2026Q1,2026,
10266,8,Maaden - Division 1,30,3145788.57,32,Water Treatment - Phase 2-8,Energy,YANBU,101221.0,2026-01-30,2026-03-01,,Pending,-26,,Current (0-30),False,2026-01,2026Q1,2026,
10376,266,Yanbu Petrochemical - Division 9,30,15850444.99,930,University Campus - Phase 2-266,Technology,MADINAH,91115.0,2026-01-30,2026-03-01,,Pending,-26,,Current (0-30),False,2026-01,2026Q1,2026,
11669,63,STC - Division 3,45,5403009.22,228,Hospital Complex - Phase 2-63,Healthcare,DAMMAM,196547.0,2026-01-30,2026-03-16,2026-02-03,Paid,-41,4.0,Current (0-30),False,2026-01,2026Q1,2026,-41.0
14182,248,Maaden - Division 9,30,15650476.57,871,Defense Base - Phase 1-248,Real Estate,RIYADH,94315.0,2026-01-30,2026-03-01,,Pending,-26,,Current (0-30),False,2026-01,2026Q1,2026,
14393,259,Royal Commission - Division 9,30,15910566.55,909,Defense Base - Phase 5-259,Defense,TABUK,131602.0,2026-01-30,2026-03-01,,Pending,-26,,Current (0-30),False,2026-01,2026Q1,2026,
13985,221,Zain KSA - Division 8,30,12452464.63,764,Smart City - Phase 3-221,Defense,MADINAH,119489.0,2026-01-29,2026-02-28,,Pending,-25,,Current (0-30),False,2026-01,2026Q1,2026,
12024,134,Saudi Electricity - Division 5,30,9688073.51,464,Railway Extension - Phase 1-134,Aviation,RIYADH,166268.0,2026-01-29,2026-02-28,2026-02-03,Paid,-25,5.0,Current (0-30),False,2026-01,2026Q1,2026,-25.0
13070,79,Royal Commission - Division 3,30,7202557.38,284,Sports Arena - Phase 2-79,Transport,JUBAIL,79887.0,2026-01-29,2026-02-28,,Pending,-25,,Current (0-30),False,2026-01,2026Q1,2026,
10970,39,Almarai - Division 2,45,4572287.05,143,Metro Line - Phase 1-39,Aviation,JEDDAH,155820.0,2026-01-29,2026-03-15,,Pending,-40,,Current (0-30),False,2026-01,2026Q1,2026,
9920,214,NEOM Company - Division 8,30,13597533.02,741,Smart City - Phase 4-214,Defense,YANBU,113340.0,2026-01-29,2026-02-28,,Pending,-25,,Current (0-30),False,2026-01,2026Q1,2026,
10063,26,Yanbu Petrochemical - Division 1,30,3067945.88,105,Residential Complex - Phase 5-26,Infrastructure,TABUK,52464.0,2026-01-29,2026-02-28,,Pending,-25,,Current (0-30),False,2026-01,2026Q1,2026,
7771,263,Alinma Bank - Division 9,30,15263486.15,921,Residential Complex - Phase 3-263,Telecom,DAMMAM,67556.0,2026-01-29,2026-02-28,,Pending,-25,,Current (0-30),False,2026-01,2026Q1,2026,
1720,236,Yanbu Petrochemical - Division 8,30,15167875.27,826,Telecom Network - Phase 2-236,Aviation,TABUK,157543.0,2026-01-29,2026-02-28,,Pending,-25,,Current (0-30),False,2026-01,2026Q1,2026,
168,25,Tasnee - Division 1,60,2092536.0,100,Industrial Zone - Phase 5-25,Telecom,DAMMAM,114100.0,2026-01-29,2026-03-30,,Pending,-55,,Current (0-30),False,2026-01,2026Q1,2026,
2867,141,ROSHN Group - Division 5,45,9069004.67,487,Railway Extension - Phase 5-141,Defense,JUBAIL,90531.0,2026-01-29,2026-03-15,,Pending,-40,,Current (0-30),False,2026-01,2026Q1,2026,
2465,162,Riyad Bank - Division 6,45,10162873.59,551,Entertainment District - Phase 2-162,Infrastructure,JUBAIL,56574.0,2026-01-29,2026-03-15,,Pending,-40,,Current (0-30),False,2026-01,2026Q1,2026,
2325,196,Riyadh Metro - Division 7,30,11912126.84,672,Railway Extension - Phase 1-196,Telecom,YANBU,134721.0,2026-01-28,2026-02-27,,Pending,-24,,Current (0-30),False,2026-01,2026Q1,2026,
3222,116,Yanbu Petrochemical - Division 4,30,8846918.56,403,Data Center - Phase 3-116,Aviation,DAMMAM,41419.0,2026-01-28,2026-02-27,,Pending,-24,,Current (0-30),False,2026-01,2026Q1,2026,
3475,80,Diriyah Gate - Division 3,60,4864478.63,287,Entertainment District - Phase 1-80,Aviation,YANBU,65389.0,2026-01-28,2026-03-29,2026-02-03,Paid,-54,6.0,Current (0-30),False,2026-01,2026Q1,2026,-54.0
1969,207,SAFCO - Division 7,45,12805784.81,715,Data Center - Phase 3-207,Defense,TABUK,145924.0,2026-01-28,2026-03-14,,Pending,-39,,Current (0-30),False,2026-01,2026Q1,2026,
7377,145,Tasnee - Division 5,60,9962783.51,500,Residential Complex - Phase 2-145,Aviation,DAMMAM,47661.0,2026-01-28,2026-03-29,,Pending,-54,,Current (0-30),False,2026-01,2026Q1,2026,
8231,157,ACWA Power - Division 6,30,10356172.47,536,Solar Farm - Phase 2-157,Energy,JEDDAH,41169.0,2026-01-28,2026-02-27,2026-02-03,Paid,-24,6.0,Current (0-30),False,2026-01,2026Q1,2026,-24.0
5534,156,Qiddiya - Division 6,45,10522465.69,534,Smart City - Phase 2-156,Energy,TABUK,78401.0,2026-01-28,2026-03-14,,Pending,-39,,Current (0-30),False,2026-01,2026Q1,2026,
9628,121,Saudi Aramco - Division 5,30,8912883.84,423,Port Upgrade - Phase 3-121,Aviation,JUBAIL,170188.0,2026-01-28,2026-02-27,,Pending,-24,,Current (0-30),False,2026-01,2026Q1,2026,
12571,246,Qiddiya - Division 9,45,13296619.28,864,Sports Arena - Phase 3-246,Technology,JUBAIL,126654.0,2026-01-28,2026-03-14,,Pending,-39,,Current (0-30),False,2026-01,2026Q1,2026,
13321,31,Saudi Aramco - Division 2,30,2422455.75,115,Highway Expansion - Phase 1-31,Aviation,RIYADH,47786.0,2026-01-28,2026-02-27,,Pending,-24,,Current (0-30),False,2026-01,2026Q1,2026,
11463,146,Yanbu Petrochemical - Division 5,30,8990446.15,503,Sports Arena - Phase 3-146,Real Estate,MADINAH,53848.0,2026-01-28,2026-02-27,,Pending,-24,,Current (0-30),False,2026-01,2026Q1,2026,
11512,161,Zain KSA - Division 6,30,9121903.76,547,Solar Farm - Phase 3-161,Energy,YANBU,95898.0,2026-01-28,2026-02-27,,Pending,-24,,Current (0-30),False,2026-01,2026Q1,2026,
14480,227,Haramain Railway - Division 8,30,14479096.64,791,Sports Arena - Phase 3-227,Water,JEDDAH,181644.0,2026-01-28,2026-02-27,2026-02-03,Paid,-24,6.0,Current (0-30),False,2026-01,2026Q1,2026,-24.0
13978,107,Haramain Railway - Division 4,30,7190292.48,375,Solar Farm - Phase 1-107,Infrastructure,ABHA,93664.0,2026-01-27,2026-02-26,2026-02-03,Paid,-23,7.0,Current (0-30),False,2026-01,2026Q1,2026,-23.0
13848,31,Saudi Aramco - Division 2,30,2422455.75,115,Highway Expansion - Phase 1-31,Aviation,RIYADH,75905.0,2026-01-27,2026-02-26,2026-02-03,Paid,-23,7.0,Current (0-30),False,2026-01,2026Q1,2026,-23.0
12180,206,Yanbu Petrochemical - Division 7,30,11995022.73,709,Industrial Zone - Phase 1-206,Energy,DAMMAM,13923.0,2026-01-27,2026-02-26,2026-02-03,Paid,-23,7.0,Current (0-30),False,2026-01,2026Q1,2026,-23.0
12206,95,Red Sea Global - Division 4,60,7095216.67,334,University Campus - Phase 1-95,Defense,YANBU,165547.0,2026-01-27,2026-03-28,2026-02-03,Paid,-53,7.0,Current (0-30),False,2026-01,2026Q1,2026,-53.0
9921,10,Mobily - Division 1,60,2260496.6,38,Telecom Network - Phase 2-10,Technology,ABHA,122174.0,2026-01-27,2026-03-28,,Pending,-53,,Current (0-30),False,2026-01,2026Q1,2026,
9913,83,Alinma Bank - Division 3,30,5346045.56,297,Residential Complex - Phase 2-83,Defense,NEOM,64015.0,2026-01-27,2026-02-26,,Pending,-23,,Current (0-30),False,2026-01,2026Q1,2026,
11185,200,Diriyah Gate - Division 7,60,11190803.27,686,Sports Arena - Phase 1-200,Aviation,ABHA,88085.0,2026-01-27,2026-03-28,,Pending,-53,,Current (0-30),False,2026-01,2026Q1,2026,
10722,37,ACWA Power - Division 2,30,4263815.01,139,University Campus - Phase 4-37,Defense,MECCA,31074.0,2026-01-27,2026-02-26,,Pending,-23,,Current (0-30),False,2026-01,2026Q1,2026,
5361,122,SABIC - Division 5,30,7109106.77,426,Water Treatment - Phase 2-122,Real Estate,NEOM,180904.0,2026-01-27,2026-02-26,,Pending,-23,,Current (0-30),False,2026-01,2026Q1,2026,
5392,64,NEOM Company - Division 3,30,5572231.65,231,Railway Extension - Phase 2-64,Aviation,DAMMAM,133335.0,2026-01-27,2026-02-26,,Pending,-23,,Current (0-30),False,2026-01,2026Q1,2026,
6270,157,ACWA Power - Division 6,30,10356172.47,535,Airport Terminal - Phase 1-157,Energy,TABUK,136373.0,2026-01-27,2026-02-26,2026-02-03,Paid,-23,7.0,Current (0-30),False,2026-01,2026Q1,2026,-23.0
8000,20,Diriyah Gate - Division 1,60,1758507.15,76,Solar Farm - Phase 5-20,Real Estate,DAMMAM,109993.0,2026-01-27,2026-03-28,,Pending,-53,,Current (0-30),False,2026-01,2026Q1,2026,
8297,210,Al Jazeera Bank - Division 7,60,13662589.68,725,Commercial Tower - Phase 1-210,Water,YANBU,18606.0,2026-01-27,2026-03-28,,Pending,-53,,Current (0-30),False,2026-01,2026Q1,2026,
831,263,Alinma Bank - Division 9,30,15263486.15,921,Residential Complex - Phase 3-263,Telecom,DAMMAM,97346.0,2026-01-27,2026-02-26,,Pending,-23,,Current (0-30),False,2026-01,2026Q1,2026,
568,80,Diriyah Gate - Division 3,60,4864478.63,287,Entertainment District - Phase 1-80,Aviation,YANBU,29927.0,2026-01-27,2026-03-28,2026-02-03,Paid,-53,7.0,Current (0-30),False,2026-01,2026Q1,2026,-53.0
4537,36,Qiddiya - Division 2,45,3135598.71,133,Logistics Hub - Phase 1-36,Defense,MECCA,94448.0,2026-01-27,2026-03-13,,Pending,-38,,Current (0-30),False,2026-01,2026Q1,2026,
4210,39,Almarai - Division 2,45,4572287.05,146,Commercial Tower - Phase 4-39,Telecom,JUBAIL,169204.0,2026-01-27,2026-03-13,2026-02-03,Paid,-38,7.0,Current (0-30),False,2026-01,2026Q1,2026,-38.0
3287,13,Al Rajhi Bank - Division 1,30,3467618.53,47,Residential Complex - Phase 1-13,Defense,NEOM,183298.0,2026-01-27,2026-02-26,,Pending,-23,,Current (0-30),False,2026-01,2026Q1,2026,
2950,120,Al Jazeera Bank - Division 4,60,8880127.97,419,Logistics Hub - Phase 3-120,Telecom,JUBAIL,13405.0,2026-01-27,2026-03-28,2026-02-03,Paid,-53,7.0,Current (0-30),False,2026-01,2026Q1,2026,-53.0
2881,88,Saudi Cement - Division 3,30,5806066.6,313,Sports Arena - Phase 2-88,Technology,ABHA,177514.0,2026-01-26,2026-02-25,,Pending,-22,,Current (0-30),False,2026-01,2026Q1,2026,
3351,151,Saudi Aramco - Division 6,30,9458818.29,521,Port Upgrade - Phase 4-151,Water,TABUK,102821.0,2026-01-26,2026-02-25,2026-02-03,Paid,-22,8.0,Current (0-30),False,2026-01,2026Q1,2026,-22.0
4384,127,ACWA Power - Division 5,30,7674774.11,446,Commercial Tower - Phase 3-127,Aviation,TABUK,5373.0,2026-01-26,2026-02-25,2026-02-03,Paid,-22,8.0,Current (0-30),False,2026-01,2026Q1,2026,-22.0
3558,241,Saudi Aramco - Division 9,30,14838414.88,844,Data Center - Phase 2-241,Water,TABUK,106736.0,2026-01-26,2026-02-25,2026-02-03,Paid,-22,8.0,Current (0-30),False,2026-01,2026Q1,2026,-22.0
575,114,Saudi Airlines - Division 4,45,7121462.05,396,Logistics Hub - Phase 2-114,Healthcare,JUBAIL,41499.0,2026-01-26,2026-03-12,,Pending,-37,,Current (0-30),False,2026-01,2026Q1,2026,
928,69,Almarai - Division 3,45,4791087.79,245,University Campus - Phase 2-69,Telecom,MECCA,191520.0,2026-01-26,2026-03-12,,Pending,-37,,Current (0-30),False,2026-01,2026Q1,2026,
8693,165,SAPTCO - Division 6,60,10760018.09,561,Telecom Network - Phase 2-165,Energy,DAMMAM,161659.0,2026-01-26,2026-03-27,,Pending,-52,,Current (0-30),False,2026-01,2026Q1,2026,
6336,8,Maaden - Division 1,30,3145788.57,33,Residential Complex - Phase 3-8,Aviation,YANBU,61157.0,2026-01-26,2026-02-25,2026-02-03,Paid,-22,8.0,Current (0-30),False,2026-01,2026Q1,2026,-22.0
5872,116,Yanbu Petrochemical - Division 4,30,8846918.56,405,Solar Farm - Phase 5-116,Technology,MECCA,135192.0,2026-01-26,2026-02-25,,Pending,-22,,Current (0-30),False,2026-01,2026Q1,2026,
5599,98,Maaden - Division 4,30,7880772.89,346,Metro Line - Phase 3-98,Energy,JUBAIL,52334.0,2026-01-26,2026-02-25,,Pending,-22,,Current (0-30),False,2026-01,2026Q1,2026,
12685,210,Al Jazeera Bank - Division 7,60,13662589.68,726,Commercial Tower - Phase 2-210,Water,MADINAH,121330.0,2026-01-26,2026-03-27,,Pending,-52,,Current (0-30),False,2026-01,2026Q1,2026,
12043,154,NEOM Company - Division 6,30,11081695.49,529,Residential Complex - Phase 1-154,Aviation,MECCA,141318.0,2026-01-25,2026-02-24,,Pending,-21,,Current (0-30),False,2026-01,2026Q1,2026,
12327,180,Al Jazeera Bank - Division 6,60,12427547.2,613,Data Center - Phase 3-180,Healthcare,ABHA,154360.0,2026-01-25,2026-03-26,,Pending,-51,,Current (0-30),False,2026-01,2026Q1,2026,
11890,37,ACWA Power - Division 2,30,4263815.01,136,Sports Arena - Phase 1-37,Water,MECCA,98428.0,2026-01-25,2026-02-24,,Pending,-21,,Current (0-30),False,2026-01,2026Q1,2026,
9300,259,Royal Commission - Division 9,30,15910566.55,908,Water Treatment - Phase 4-259,Healthcare,DAMMAM,11465.0,2026-01-25,2026-02-24,,Pending,-21,,Current (0-30),False,2026-01,2026Q1,2026,
5878,231,ROSHN Group - Division 8,45,12413503.66,805,Data Center - Phase 2-231,Technology,TABUK,12062.0,2026-01-25,2026-03-11,,Pending,-36,,Current (0-30),False,2026-01,2026Q1,2026,
8453,212,SABIC - Division 8,30,13429796.25,735,Sports Arena - Phase 5-212,Energy,YANBU,162728.0,2026-01-25,2026-02-24,2026-02-03,Paid,-21,9.0,Current (0-30),False,2026-01,2026Q1,2026,-21.0
429,214,NEOM Company - Division 8,30,13597533.02,740,Smart City - Phase 3-214,Defense,YANBU,166932.0,2026-01-25,2026-02-24,,Pending,-21,,Current (0-30),False,2026-01,2026Q1,2026,
301,100,Mobily - Division 4,60,8148847.81,352,Commercial Tower - Phase 1-100,Technology,ABHA,158092.0,2026-01-25,2026-03-26,,Pending,-51,,Current (0-30),False,2026-01,2026Q1,2026,
